City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kichera,RU,55.9375,110.0997,24.4,72,100,2.55,overcast clouds
347,Nome,US,64.5011,-165.4064,6.87,78,1,0.0,clear sky
348,Bani Walid,LY,31.7566,13.9942,70.18,50,68,6.29,broken clouds
349,Danilov,RU,58.1908,40.1717,42.8,97,88,5.37,overcast clouds
350,Djougou,BJ,9.7085,1.666,79.79,47,91,3.58,overcast clouds
351,Malakwal,PK,32.5536,73.2123,67.77,34,0,2.55,clear sky
352,Rio Grande,BR,-32.035,-52.0986,77.11,79,88,19.44,overcast clouds
353,Ust-Kulom,RU,61.6864,53.6902,31.86,99,100,0.85,overcast clouds
354,Kavaratti,IN,10.5669,72.642,81.97,72,93,2.84,overcast clouds
355,Tessalit,ML,20.1986,1.0114,87.49,12,85,8.86,overcast clouds
356,Broome,US,42.2506,-75.833,57.36,77,90,4.0,overcast clouds
357,Zamora,EC,-4.0692,-78.9567,78.69,76,54,3.15,light rain
358,Laurel,US,39.0993,-76.8483,64.47,74,90,1.01,overcast clouds
359,Pincher Creek,CA,49.4833,-113.952,29.28,82,8,0.67,clear sky
360,Poum,NC,-20.2333,164.0167,74.86,73,32,4.85,scattered clouds
361,Mariinskiy Posad,RU,56.115,47.718,47.34,93,100,6.98,overcast clouds
362,Sovetskiy,RU,61.3614,63.5842,16.05,98,70,3.65,broken clouds
363,Ilhabela,BR,-23.7781,-45.3581,69.94,92,96,12.8,overcast clouds
364,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,88,100,11.65,overcast clouds
365,Oswego,US,43.4501,-76.1497,57.36,85,87,5.99,overcast clouds
366,Awbari,LY,26.5921,12.7805,72.03,28,0,6.55,clear sky
367,Nabire,ID,-3.3667,135.4833,74.55,92,86,3.69,overcast clouds
368,Ereymentau,KZ,51.6199,73.1033,34.9,88,100,21.23,light snow
369,Dubbo,AU,-32.25,148.6167,42.93,65,0,9.22,clear sky
370,Sobolevo,RU,54.4299,31.8996,43.66,79,9,9.57,clear sky
371,Wajima,JP,37.4,136.9,60.76,63,100,2.37,overcast clouds
372,Rockledge,US,28.3508,-80.7253,77.0,61,40,8.01,scattered clouds
373,Dingle,PH,10.9995,122.6711,74.91,90,98,8.46,overcast clouds
374,Marystown,CA,47.1666,-55.1483,49.86,100,0,2.86,clear sky
375,Yenagoa,NG,4.9247,6.2642,77.09,93,100,3.85,light rain
376,Birobidzhan,RU,48.8,132.95,35.85,53,82,5.35,broken clouds
377,Arawa,PG,-6.2132,155.5367,77.63,90,93,3.06,moderate rain
378,Pisco,PE,-13.7,-76.2167,66.25,77,0,12.66,clear sky
379,Guilin,CN,25.2819,110.2864,62.6,90,100,2.59,overcast clouds
380,Kapuskasing,CA,49.4169,-82.4331,50.16,63,0,2.28,clear sky
381,Espanola,US,35.9911,-106.0806,79.07,18,5,5.23,clear sky
382,Falun,SE,60.6036,15.626,47.21,94,100,2.75,overcast clouds
383,Baherden,TM,38.4362,57.4316,57.33,41,94,3.18,overcast clouds
384,Ostrovnoy,RU,68.0531,39.5131,33.96,91,100,12.33,overcast clouds
385,Karangampel,ID,-6.4622,108.4519,81.19,76,100,2.71,overcast clouds
386,Richards Bay,ZA,-28.783,32.0377,64.87,82,96,9.86,overcast clouds
387,Boulder,US,40.0833,-105.3505,67.73,24,1,4.0,clear sky
388,Oussouye,SN,12.485,-16.5469,74.16,91,100,4.0,light rain
389,Brownwood,US,31.7093,-98.9912,82.4,22,1,8.05,clear sky
390,Prince Rupert,CA,54.3161,-130.3201,46.38,53,78,2.53,broken clouds
391,Esperance,AU,-33.8667,121.9,56.16,70,6,14.97,clear sky
392,Mount Gambier,AU,-37.8333,140.7667,40.64,97,20,4.65,few clouds
393,Muros,ES,42.7762,-9.0603,64.24,90,100,13.22,overcast clouds
394,Daphne,US,30.6035,-87.9036,62.17,66,90,5.75,overcast clouds
395,Neiafu,TO,-18.65,-173.9833,79.48,69,75,9.22,broken clouds
396,Altoona,US,40.5187,-78.3947,56.48,94,100,1.52,overcast clouds
397,Izumo,JP,35.3667,132.7667,59.29,83,92,3.91,overcast clouds
398,Lata,PT,40.1629,-8.3327,64.92,97,99,3.29,overcast clouds
399,Coihaique,CL,-45.5752,-72.0662,62.55,20,0,10.36,clear sky
400,Chapais,CA,49.7834,-74.8492,49.26,50,92,7.05,overcast clouds
401,Kavieng,PG,-2.5744,150.7967,82.18,78,34,12.57,light rain
402,Salina,US,38.8403,-97.6114,71.73,30,1,12.66,clear sky
403,Uvira,CD,-3.4067,29.1458,75.81,77,76,3.18,light rain
404,Beidao,CN,34.5686,105.8933,50.47,69,100,2.35,light rain
405,La Roda,ES,39.2167,-2.15,62.33,83,100,19.22,light rain
406,Joensuu,FI,62.6012,29.7632,46.27,89,90,3.0,overcast clouds
407,Nuevitas,CU,21.5453,-77.2644,76.44,85,100,10.27,moderate rain
408,Veraval,IN,20.9,70.3667,76.84,43,92,9.44,overcast clouds
409,Rio De Janeiro,BR,-22.9028,-43.2075,76.91,78,75,9.22,broken clouds
410,Gazojak,TM,41.1875,61.4036,49.73,39,99,8.28,overcast clouds
411,Cidreira,BR,-30.1811,-50.2056,69.44,83,33,23.29,scattered clouds
412,Belaya Gora,RU,68.5333,146.4167,0.52,98,99,4.32,overcast clouds
413,Magaria,NE,12.9983,8.9099,85.93,15,19,9.64,few clouds
414,Bone,DE,51.9669,12.1396,53.91,73,84,10.0,broken clouds
415,Leningradskiy,RU,69.3833,178.4167,-2.0,96,99,6.06,overcast clouds
416,Damaturu,NG,11.747,11.9608,84.18,15,100,9.62,overcast clouds
417,Port Hedland,AU,-20.3167,118.5667,69.85,94,0,8.05,clear sky
418,Najran,SA,17.4924,44.1277,66.47,47,19,3.42,few clouds
419,Wajir,KE,1.7471,40.0573,85.62,46,49,11.14,scattered clouds
420,Okhotsk,RU,59.3833,143.3,10.78,70,0,20.78,clear sky
421,Sohag,EG,26.557,31.6948,84.45,26,100,5.68,overcast clouds
422,Zdvinsk,RU,54.7021,78.661,28.78,46,100,9.24,overcast clouds
423,Narasannapeta,IN,18.4167,84.05,76.14,85,23,4.65,few clouds
424,Malumfashi,NG,11.7853,7.6218,78.08,23,100,6.33,overcast clouds
425,Darfield,GB,53.5339,-1.376,49.8,87,37,4.0,scattered clouds
426,Saint-Louis,SN,16.3333,-15.0,89.87,30,92,16.96,overcast clouds
427,Mount Isa,AU,-20.7333,139.5,74.97,23,75,9.22,broken clouds
428,Ulladulla,AU,-35.35,150.4667,50.09,71,5,3.87,clear sky
429,Mareeba,AU,-17.0,145.4333,68.72,95,45,1.79,scattered clouds
430,Birao,CF,10.2849,22.7882,79.16,27,98,0.98,overcast clouds
431,Ornskoldsvik,SE,63.2909,18.7153,43.75,100,90,5.75,fog
432,Jujutla,SV,13.7869,-89.8572,78.93,68,93,4.65,overcast clouds
433,Faya,SA,18.3851,42.4509,61.32,41,0,8.25,clear sky
434,Esso,RU,55.9333,158.7,14.43,95,98,4.41,overcast clouds
435,Milkovo,RU,54.7167,158.6167,26.24,86,100,4.27,overcast clouds
436,Akdagmadeni,TR,39.6603,35.8836,44.31,71,69,2.62,broken clouds
437,Markala,ML,13.7021,-6.0659,88.5,33,50,3.85,scattered clouds
438,Qui Nhon,VN,13.7667,109.2333,75.63,91,40,6.38,scattered clouds
439,Hami,CN,42.8,93.45,50.88,42,100,4.07,overcast clouds
440,Kalianget,ID,-7.05,113.9333,81.91,77,100,4.07,overcast clouds
441,Zajecar,RS,43.9036,22.2641,49.57,90,1,4.9,clear sky
442,Chiautla,MX,19.5333,-98.8833,73.94,24,15,5.5,few clouds
443,Bonavista,CA,48.6499,-53.1147,48.11,69,1,4.76,clear sky
444,Lavrentiya,RU,65.5833,-171.0,10.99,79,41,6.06,scattered clouds
445,Boca Do Acre,BR,-8.7522,-67.3978,93.58,39,96,6.42,overcast clouds
446,Matagami,CA,49.7502,-77.6328,50.65,53,100,5.03,overcast clouds
447,Vostok,RU,46.4856,135.8833,32.9,82,100,1.63,overcast clouds
448,Sharon,US,41.2331,-80.4934,57.36,84,90,4.61,overcast clouds
449,Gobabis,NA,-22.45,18.9667,78.53,12,0,16.67,clear sky
450,Santa Maria,BR,-29.6842,-53.8069,82.13,58,81,5.93,broken clouds
451,Huarmey,PE,-10.0681,-78.1522,68.59,74,57,9.01,broken clouds
452,Marsh Harbour,BS,26.5412,-77.0636,81.16,64,15,20.89,few clouds
453,Tabou,CI,4.423,-7.3528,77.97,86,100,5.68,overcast clouds
454,Naraina,IN,26.7833,75.2,68.14,33,0,0.69,clear sky
455,Moree,AU,-29.4667,149.85,48.22,71,0,4.61,clear sky
456,Goya,AR,-29.14,-59.2626,98.49,22,0,5.14,clear sky
457,At-Bashi,KG,41.1702,75.8106,24.94,48,25,3.62,scattered clouds
458,San Agustin,MX,20.5333,-103.4667,80.51,45,10,1.01,clear sky
459,Evensk,RU,61.95,159.2333,8.73,74,95,10.94,overcast clouds
460,Valdosta,US,30.8327,-83.2785,64.31,67,90,3.44,overcast clouds
461,Mizan Teferi,ET,6.9833,35.5833,62.08,63,80,2.93,broken clouds
462,Walvis Bay,NA,-22.9575,14.5053,58.08,86,1,5.01,clear sky
463,Iracoubo,GF,5.4802,-53.2011,82.94,70,13,7.2,few clouds
464,Frisco,US,33.1507,-96.8236,76.78,27,0,1.01,clear sky
465,Fiche,ET,9.8,38.7333,45.27,56,19,4.81,few clouds
466,Abaete,BR,-19.16,-45.4458,79.32,58,94,6.93,overcast clouds
467,Lasa,IT,46.6166,10.7002,47.14,81,100,2.91,overcast clouds
468,Tommot,RU,58.9564,126.2925,13.19,82,90,2.64,overcast clouds
469,Saint Anthony,US,45.0205,-93.218,60.19,58,1,1.01,clear sky
470,Yaan,NG,7.3833,8.5667,78.85,75,99,3.62,overcast clouds
471,Anaco,VE,9.4389,-64.4728,80.02,74,96,3.94,overcast clouds
472,Teya,RU,60.3778,92.6267,18.37,82,99,11.9,overcast clouds
473,Kashi,CN,39.4547,75.9797,46.13,36,0,5.86,clear sky
474,Teguldet,RU,57.3064,88.1667,26.29,63,100,8.19,overcast clouds
475,Bontang,ID,0.1333,117.5,76.89,87,99,2.39,moderate rain
476,Batsfjord,NO,70.6345,29.7185,36.12,80,97,3.96,overcast clouds
477,Gamba,GA,-2.65,10.0,76.6,91,100,6.93,moderate rain
478,Corinto,GR,37.9407,22.9573,60.89,74,83,4.05,broken clouds
479,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.31,70,0,8.52,clear sky
480,Pacifica,US,37.6138,-122.4869,71.2,91,75,3.0,mist
481,Puerto Escondido,MX,15.85,-97.0667,84.85,71,92,7.45,overcast clouds
482,Mbarara,UG,-0.608,30.65,61.9,90,99,2.39,overcast clouds
483,Ballangen,NO,68.3428,16.8315,42.4,100,90,6.91,overcast clouds
484,Carballo,ES,43.213,-8.691,63.55,89,78,9.64,broken clouds
485,Oranjemund,NA,-28.55,16.4333,60.64,90,0,6.91,clear sky
486,Chara,RU,56.9064,118.2631,19.06,62,100,0.98,overcast clouds
487,San Quintin,MX,30.4833,-115.95,69.8,68,0,11.54,clear sky
488,Kapoeta,SS,4.7717,33.5903,82.65,39,99,4.38,overcast clouds
489,Srednekolymsk,RU,67.45,153.6833,-9.72,99,100,5.08,overcast clouds
490,Kattivakkam,IN,13.2167,80.3167,80.69,83,100,10.13,overcast clouds
491,Chicama,PE,-7.8447,-79.1469,63.14,62,25,10.58,scattered clouds
492,High Level,CA,58.5169,-117.136,36.63,47,0,5.97,clear sky
493,Vardo,NO,70.3705,31.1107,38.86,76,93,7.47,overcast clouds
494,Santa Cruz,BO,-17.8,-63.1667,92.66,52,75,9.22,broken clouds
495,Blagoyevo,RU,63.3667,47.9167,31.01,96,100,3.69,overcast clouds
496,Dickinson,US,29.4608,-95.0513,77.22,29,1,1.99,clear sky
497,Havelock,US,34.8791,-76.9013,67.98,64,52,4.0,broken clouds
498,Agara,GE,42.0376,43.8238,47.3,85,64,11.1,broken clouds
499,Skovorodino,RU,53.9833,123.9167,20.44,53,16,2.42,few clouds
500,Dekar,BW,-21.5333,21.9333,81.41,14,0,9.8,clear sky
501,Naze,JP,28.3667,129.4833,67.39,78,0,7.18,clear sky
502,Adrar,MR,20.5022,-10.0711,83.48,16,100,11.88,overcast clouds
503,Daru,PG,-9.0763,143.2092,78.75,87,96,8.41,overcast clouds
504,Mazagao,BR,-0.115,-51.2894,89.65,56,36,5.41,scattered clouds
505,Kenora,CA,49.8167,-94.4337,44.58,93,90,11.5,overcast clouds
506,Axim,GH,4.8699,-2.2405,78.8,85,73,8.52,broken clouds
507,Makakilo City,US,21.3469,-158.0858,81.61,60,1,3.44,clear sky
508,Mengcheng,CN,33.2579,116.5655,59.34,62,5,4.61,light rain
509,Taltal,CL,-25.4,-70.4833,68.02,58,22,5.5,few clouds
510,Camocim,BR,-2.9022,-40.8411,82.98,69,36,13.82,scattered clouds
511,Stornoway,GB,58.2093,-6.3865,53.92,93,6,6.91,clear sky
512,Camana,PE,-16.6228,-72.7111,68.9,72,50,5.48,scattered clouds
513,Moss Point,US,30.4116,-88.5345,62.67,69,90,3.44,overcast clouds
514,Mugur-Aksy,RU,50.35,90.5,14.52,86,100,5.7,overcast clouds
515,Cayeli,TR,41.0923,40.7292,59.16,72,40,2.39,scattered clouds
516,Lethem,GY,3.3803,-59.7968,88.25,52,61,4.45,broken clouds
517,Mogadishu,SO,2.0371,45.3438,79.21,79,17,13.51,few clouds
518,Opuwo,NA,-18.0607,13.84,74.82,22,8,9.31,clear sky
519,Sumenep,ID,-7.0167,113.8667,81.61,78,100,3.83,overcast clouds
520,Ofunato,JP,39.0717,141.7167,51.6,80,100,4.03,overcast clouds
521,Komsomolskiy,UZ,40.4272,71.7189,49.53,46,100,1.59,overcast clouds
522,Aiquile,BO,-18.2041,-65.1807,73.89,45,67,20.11,broken clouds
523,Quatre Cocos,MU,-20.2078,57.7625,71.1,77,46,7.81,scattered clouds
524,Fonte Boa,BR,-2.4959,-66.2662,82.51,77,98,4.21,overcast clouds
525,Wilmington,US,34.2257,-77.9447,68.99,55,20,11.5,few clouds
526,Mayya,RU,61.7333,130.2811,-6.48,99,71,2.98,broken clouds
527,Loja,EC,-3.9931,-79.2042,68.23,64,68,3.02,light rain
528,Paamiut,GL,61.994,-49.6678,31.87,79,100,13.78,overcast clouds
529,Guanhaes,BR,-18.775,-42.9325,73.53,72,100,7.52,overcast clouds
530,Uruzgan,AF,32.8333,66.0,49.51,21,0,2.73,clear sky
531,Valparaiso,CL,-33.0393,-71.6273,66.43,68,0,10.36,clear sky
532,Sinnamary,GF,5.3833,-52.95,82.56,72,21,6.76,few clouds
533,Ypsonas,CY,34.6884,32.9574,68.85,68,20,2.3,few clouds
534,Galle,LK,6.0367,80.217,77.25,89,77,3.11,broken clouds
535,Vetluzhskiy,RU,58.3902,45.4654,44.26,96,100,5.7,overcast clouds
536,Puerto Ayacucho,VE,5.6639,-67.6236,85.69,68,92,3.22,overcast clouds
537,Severnyy,RU,50.677,36.5532,46.44,71,0,0.0,clear sky
538,Ranong,TH,9.9658,98.6348,77.16,88,100,2.35,overcast clouds
539,Sebinkarahisar,TR,40.2883,38.4236,46.83,78,85,5.08,overcast clouds
540,Vila Velha,BR,-20.3297,-40.2925,71.55,94,75,6.91,broken clouds
541,Mangulile,HN,15.0667,-86.8,64.89,75,100,4.59,overcast clouds
542,Hobyo,SO,5.3505,48.5268,80.47,70,5,14.47,clear sky
543,Teguise,ES,29.0605,-13.564,66.42,78,0,8.05,clear sky
544,Tingo Maria,PE,-9.2895,-76.0088,84.45,56,99,4.21,overcast clouds
545,Mayo,US,38.8876,-76.5119,65.43,70,1,5.99,clear sky
546,Atar,MR,20.5169,-13.0499,87.15,24,100,1.63,overcast clouds
547,Peace River,CA,56.2501,-117.286,43.11,38,1,13.8,clear sky
548,Kyaukse,MM,21.6,96.1333,72.91,92,9,3.74,clear sky
549,Inuvik,CA,68.3499,-133.7218,16.66,92,40,0.0,scattered clouds
550,Young,UY,-32.6833,-57.6333,91.22,43,2,10.2,clear sky
551,Wexford,IE,52.3342,-6.4575,55.58,75,84,14.67,broken clouds
552,Sitka,US,57.0531,-135.33,48.09,61,75,13.8,broken clouds
553,Acapulco,MX,16.8634,-99.8901,84.94,70,11,7.45,few clouds
554,Malinovka,BY,53.8579,27.4374,45.9,75,54,12.77,broken clouds
555,Beira,MZ,-19.8436,34.8389,75.29,73,20,9.22,few clouds
556,Yar-Sale,RU,66.8333,70.8333,11.39,89,100,18.77,overcast clouds
557,Nikolayevka,RU,53.1257,47.2041,43.12,95,19,8.79,few clouds
558,Roald,NO,62.5833,6.1333,52.32,71,0,11.5,clear sky
559,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,58,20,8.05,few clouds
560,Aykhal,RU,66.0,111.5,15.51,97,100,7.0,overcast clouds
561,Zhanaozen,KZ,43.3,52.8,46.99,62,0,3.51,clear sky
562,Touros,BR,-5.1989,-35.4608,83.3,74,57,17.76,broken clouds
563,Ust-Nera,RU,64.5667,143.2,-11.58,99,97,2.04,overcast clouds
564,Thunder Bay,CA,48.4001,-89.3168,54.0,80,84,4.81,broken clouds
565,Tornio,FI,65.8481,24.1466,42.82,97,100,13.38,light rain
566,Pirgos,GR,35.1167,25.7178,63.63,70,79,5.17,broken clouds
567,Nelson Bay,AU,-32.7167,152.15,62.11,73,100,1.99,overcast clouds
568,Marshall,US,34.3834,-86.3333,55.94,83,90,14.97,overcast clouds
569,Gao,ML,16.6362,1.637,88.29,12,71,5.55,broken clouds
570,Cadillac,US,44.2519,-85.4012,58.91,58,40,6.91,scattered clouds
571,Mandal,IN,25.45,74.5667,68.13,34,27,2.66,scattered clouds
572,Bakchar,RU,57.0186,82.0711,26.26,52,100,7.38,overcast clouds
573,Longhua,CN,23.6137,114.1919,64.69,94,75,2.53,broken clouds
574,Sigli,ID,5.3848,95.9609,77.99,83,99,1.72,overcast clouds
575,Takoradi,GH,4.8845,-1.7554,78.64,86,83,9.31,broken clouds
576,Guerrero Negro,MX,27.9769,-114.0611,75.69,51,0,11.27,clear sky
577,Aginskoye,RU,51.1,114.53,22.37,35,2,3.91,clear sky
578,Tambun,ID,-6.2641,107.0712,78.69,85,100,2.62,overcast clouds
579,Bilma,NE,18.6853,12.9164,83.71,21,23,17.38,few clouds
580,Vestmanna,FO,62.1564,-7.1664,45.52,87,90,11.5,overcast clouds
581,Nara,JP,34.6851,135.8049,60.98,69,88,3.2,light rain
582,Harnosand,SE,62.6323,17.9379,45.0,87,100,8.03,overcast clouds
583,Jiexiu,CN,37.0244,111.9125,51.62,40,0,4.68,clear sky
584,Bjornevatn,NO,69.6672,29.9847,19.74,100,100,5.75,overcast clouds
585,Gadung,PH,6.8025,124.02,79.36,81,100,4.12,overcast clouds
586,Falmouth,GB,50.1544,-5.0711,54.18,82,97,10.36,overcast clouds
587,Collie,AU,-33.3667,116.15,45.0,98,45,2.89,scattered clouds
588,Pasighat,IN,28.0667,95.3333,65.19,67,5,3.31,clear sky
589,Ruidoso,US,33.3317,-105.673,74.05,18,1,1.01,clear sky
590,Port Macquarie,AU,-31.4333,152.9167,57.16,78,100,9.4,overcast clouds
591,Mehamn,NO,71.0357,27.8492,38.53,76,93,4.47,overcast clouds
592,Svetlyy,RU,54.675,20.1347,48.25,62,2,13.98,clear sky
593,Butterworth,MY,5.3991,100.3638,78.01,93,20,2.3,few clouds
594,Harpalpur,IN,25.2884,79.3347,68.61,45,3,4.38,clear sky
595,Gladstone,AU,-23.85,151.25,75.13,88,44,0.0,scattered clouds
596,Skibbereen,IE,51.55,-9.2667,53.4,90,100,28.45,moderate rain
597,Nykoping,SE,58.753,17.0079,44.46,100,90,5.75,overcast clouds
598,Muravlenko,RU,63.7898,74.523,6.53,95,95,14.23,overcast clouds
599,Tulu Bolo,ET,8.6667,38.2167,51.85,49,61,4.79,broken clouds
600,Brae,GB,60.3964,-1.353,48.11,92,100,8.46,overcast clouds
601,Xiaolingwei,CN,32.0333,118.85,55.85,65,89,3.2,light rain
602,Jacqueville,CI,5.2052,-4.4146,80.51,83,63,10.54,broken clouds
603,Sioux Lookout,CA,50.1001,-91.917,44.67,87,90,6.91,overcast clouds
604,Vasto,IT,42.1243,14.7059,54.45,83,8,2.8,clear sky
605,Shetpe,KZ,44.1667,52.1167,47.52,75,0,3.0,clear sky
606,Khorixas,NA,-20.3667,14.9667,71.01,21,0,5.73,clear sky
607,Karabulak,RU,43.3036,44.8964,41.56,84,0,4.34,clear sky
608,Olga,RU,43.7444,135.2892,44.74,79,100,3.49,overcast clouds
609,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,0,8.05,clear sky
610,Amiens,FR,49.9,2.3,53.26,87,100,8.32,overcast clouds
611,Ciudad Del Maiz,MX,22.4,-99.6,78.73,39,2,0.69,clear sky
612,Calipan,MX,18.2958,-97.1667,76.51,57,32,4.97,scattered clouds
613,Ishurdi,BD,24.1333,89.0833,71.04,62,0,6.11,clear sky
614,Hauterive,FR,46.0901,3.4459,61.56,94,89,4.45,overcast clouds
615,Kalamare,BW,-22.9337,26.5703,76.37,15,2,8.14,clear sky
616,Aksay,RU,47.26,39.87,43.02,61,0,6.93,clear sky
617,Ratanpur,IN,22.3,82.1667,65.25,55,97,4.59,overcast clouds
618,Lichinga,MZ,-13.3128,35.2406,69.4,57,4,7.52,clear sky
619,Prado,BR,-17.3411,-39.2208,77.38,76,74,8.52,broken clouds
620,Jinka,ET,5.65,36.65,67.12,46,33,3.09,scattered clouds
621,Xuddur,SO,4.1213,43.8894,77.88,44,79,9.06,broken clouds
622,Laguna De Perlas,NI,12.3429,-83.6712,84.29,86,100,13.13,overcast clouds
623,Danjiangkou,CN,32.5428,111.5086,60.49,67,100,2.39,overcast clouds
624,Marzuq,YE,14.4,46.4667,74.55,56,98,3.85,overcast clouds
625,Christchurch,NZ,-43.5333,172.6333,62.8,43,0,19.57,clear sky
626,Morgan City,US,29.6994,-91.2068,70.03,53,0,11.21,clear sky
627,Port Hueneme,US,34.1478,-119.1951,83.88,85,90,4.61,haze
628,Usinsk,RU,65.9939,57.5281,9.16,93,100,7.85,overcast clouds
629,Barvinkove,UA,48.9097,37.0205,44.51,67,0,6.53,clear sky
630,Gornyy,RU,55.1153,83.9059,23.79,62,100,7.99,overcast clouds
631,Manama,BH,26.2154,50.5832,84.34,75,0,8.05,clear sky
632,Akhtanizovskaya,RU,45.32,37.1,46.87,70,0,20.04,clear sky
633,Juneau,US,58.3019,-134.4197,43.21,85,90,10.36,overcast clouds
634,Zyryanka,RU,65.75,150.85,0.79,94,100,7.54,overcast clouds
635,Darhan,MN,49.4867,105.9228,30.69,46,44,7.7,scattered clouds
636,Marawi,PH,7.9986,124.2928,67.64,95,27,0.58,scattered clouds
637,Kemin,KG,42.7846,75.6892,41.58,55,100,0.94,overcast clouds
638,Coquimbo,CL,-29.9533,-71.3436,60.53,77,75,11.5,broken clouds
639,Salawagan,PH,7.7053,125.115,71.67,94,33,2.44,scattered clouds
640,Kaduqli,SD,11.0167,29.7167,88.5,33,99,3.67,overcast clouds
641,Yeghegnavan,AM,39.838,44.6253,48.6,73,93,2.66,overcast clouds
642,Amapa,BR,1.0,-52.0,73.63,93,100,3.67,overcast clouds
643,Bitam,GA,2.076,11.5007,69.42,98,100,1.59,moderate rain
644,Ahuimanu,US,21.4447,-157.8378,83.79,63,20,5.75,few clouds
645,Angoche,MZ,-16.2325,39.9086,75.09,71,5,9.1,clear sky
646,Ayr,GB,55.4627,-4.6339,48.51,93,40,8.05,scattered clouds
647,Solwezi,ZM,-12.1688,26.3894,70.95,34,45,3.83,scattered clouds
648,Osmena,PH,10.5208,119.9258,82.87,79,99,21.16,overcast clouds
649,Sola,VU,-13.8833,167.55,81.1,69,1,17.4,clear sky
650,Northam,GB,51.0333,-4.2167,54.09,92,17,11.41,few clouds
